kanji,kosakata,grammar,reading,status
75,65,63,42,Siap
38,45,65,57,Siap
53,53,51,59,Siap
45,42,55,41,Siap
60,46,47,49,Siap
11,25,32,49,Belum Siap
81,78,84,66,Siap
37,39,57,49,Siap
81,81,95,69,Siap
82,100,69,68,Siap
31,32,35,63,Siap
34,37,26,34,Siap
100,100,100,53,Siap
81,100,75,60,Siap
61,60,68,67,Siap
71,72,71,51,Siap
51,40,68,34,Siap
64,70,51,65,Siap
42,59,60,48,Siap
21,19,40,46,Siap
32,25,66,45,Siap
55,52,49,90,Siap
17,45,49,34,Siap
55,58,71,27,Siap
42,41,26,56,Siap
38,54,64,64,Siap
81,79,68,53,Siap
57,62,78,47,Siap
68,67,59,64,Siap
59,100,82,89,Siap
63,67,58,54,Siap
86,91,82,75,Siap
65,53,55,32,Siap
49,52,50,53,Siap
21,51,43,65,Siap
50,54,23,73,Siap
70,87,65,61,Siap
74,100,85,81,Siap
80,80,59,60,Siap
30,21,22,43,Belum Siap
83,96,60,95,Siap
16,22,36,63,Siap
75,79,63,92,Siap
31,59,67,61,Siap
57,84,77,64,Siap
41,36,43,50,Siap
82,78,70,100,Siap
30,34,31,50,Siap
57,36,43,44,Siap
45,32,53,41,Siap
15,49,44,35,Siap
73,54,68,73,Siap
99,84,80,92,Siap
83,100,93,100,Siap
66,72,52,66,Siap
72,71,83,61,Siap
67,58,43,56,Siap
59,61,44,63,Siap
50,51,35,74,Siap
61,61,41,70,Siap
66,67,81,49,Siap
46,59,59,53,Siap
64,51,46,41,Siap
47,66,58,66,Siap
79,78,86,59,Siap
32,32,50,42,Siap
57,61,80,36,Siap
89,100,85,88,Siap
68,97,69,86,Siap
61,97,68,65,Siap
63,48,60,58,Siap
73,74,73,57,Siap
79,92,75,67,Siap
88,90,78,65,Siap
21,15,45,27,Belum Siap
34,42,46,63,Siap
87,97,77,41,Siap
39,53,41,78,Siap
40,45,48,56,Siap
29,34,47,67,Siap
49,38,44,51,Siap
33,30,28,41,Siap
100,100,84,71,Siap
61,58,59,64,Siap
51,52,80,69,Siap
61,81,56,52,Siap
86,75,75,60,Siap
71,78,70,58,Siap
83,73,95,52,Siap
24,48,66,54,Siap
54,58,47,81,Siap
81,76,75,64,Siap
62,44,56,74,Siap
46,67,68,45,Siap
69,64,55,38,Siap
73,71,59,55,Siap
25,31,39,51,Siap
82,78,69,76,Siap
55,55,52,69,Siap
68,75,80,77,Siap
65,75,64,80,Siap
95,95,86,80,Siap
88,82,90,95,Siap
83,92,75,76,Siap
95,90,61,98,Siap
63,64,60,55,Siap
59,57,62,52,Siap
77,82,82,66,Siap
56,80,65,66,Siap
55,49,72,53,Siap
75,65,52,70,Siap
52,63,61,58,Siap
45,33,72,30,Siap
79,94,91,68,Siap
62,67,46,75,Siap
100,99,92,84,Siap
27,29,34,23,Belum Siap
51,55,67,72,Siap
64,66,52,65,Siap
79,80,80,79,Siap
69,67,57,75,Siap
64,71,66,74,Siap
36,43,40,37,Siap
34,36,39,35,Siap
69,66,44,91,Siap
18,43,45,37,Siap
51,57,41,59,Siap
69,76,55,84,Siap
30,44,56,34,Siap
92,85,71,71,Siap
84,82,82,83,Siap
30,27,35,62,Siap
37,49,53,56,Siap
7,12,17,36,Belum Siap
31,59,51,45,Siap
73,71,64,63,Siap
52,48,86,56,Siap
58,86,70,61,Siap
29,38,32,49,Siap
73,74,68,83,Siap
31,45,57,78,Siap
63,50,71,53,Siap
54,59,41,63,Siap
35,25,28,58,Siap
33,45,60,42,Siap
66,92,63,84,Siap
60,53,100,38,Siap
95,78,64,63,Siap
63,59,52,53,Siap
66,53,70,38,Siap
37,20,45,36,Siap
59,48,61,56,Siap
57,62,66,46,Siap
79,100,79,64,Siap
68,71,77,67,Siap
96,87,83,74,Siap
75,69,64,62,Siap
42,39,50,37,Siap
39,64,72,56,Siap
40,62,67,54,Siap
47,33,25,51,Siap
53,62,63,49,Siap
52,60,65,57,Siap
87,74,78,60,Siap
9,14,32,22,Belum Siap
70,85,78,78,Siap
41,41,27,59,Siap
38,32,36,41,Siap
81,83,72,72,Siap
73,74,88,48,Siap
89,82,72,85,Siap
80,67,77,65,Siap
100,100,80,74,Siap
69,77,86,66,Siap
60,67,63,49,Siap
62,73,78,65,Siap
84,84,94,59,Siap
41,47,66,60,Siap
43,67,39,63,Siap
37,57,46,62,Siap
21,22,10,35,Belum Siap
62,57,94,64,Siap
11,24,39,64,Siap
67,66,74,71,Siap
60,69,76,66,Siap
38,47,40,36,Siap
96,99,62,85,Siap
33,34,32,53,Siap
79,90,72,82,Siap
74,78,73,59,Siap
10,23,40,39,Belum Siap
100,100,71,87,Siap
60,59,56,81,Siap
31,35,42,52,Siap
18,37,54,34,Siap
58,52,62,43,Siap
57,62,56,47,Siap
50,59,63,76,Siap
67,60,38,63,Siap
74,82,75,62,Siap
44,46,50,21,Siap
19,20,11,53,Belum Siap
55,52,71,62,Siap
19,13,29,40,Belum Siap
45,74,58,67,Siap
37,40,40,34,Siap
52,61,85,50,Siap
84,85,81,61,Siap
38,53,47,50,Siap
81,79,62,61,Siap
47,39,64,72,Siap
90,100,77,81,Siap
56,58,52,54,Siap
45,31,47,68,Siap
77,69,68,62,Siap
50,53,52,38,Siap
39,46,67,64,Siap
49,50,83,51,Siap
62,59,60,71,Siap
73,81,78,90,Siap
23,6,33,46,Belum Siap
62,72,64,69,Siap
72,66,71,57,Siap
62,64,70,68,Siap
70,85,59,94,Siap
55,63,66,49,Siap
49,62,59,58,Siap
71,72,50,59,Siap
60,46,62,75,Siap
52,47,41,48,Siap
72,74,61,83,Siap
50,50,49,55,Siap
46,42,36,32,Siap
51,39,52,28,Siap
92,100,79,71,Siap
1,0,22,43,Belum Siap
81,61,61,78,Siap
56,71,63,62,Siap
36,35,35,34,Siap
61,69,71,53,Siap
71,71,49,67,Siap
76,60,67,78,Siap
3,2,30,40,Belum Siap
87,85,69,85,Siap
50,40,47,60,Siap
69,71,62,100,Siap
84,82,81,40,Siap
34,39,48,40,Siap
84,71,72,53,Siap
58,56,54,41,Siap
18,10,26,39,Belum Siap
80,78,65,54,Siap
41,40,42,50,Siap
42,43,51,50,Siap
51,49,55,36,Siap
72,63,78,56,Siap
70,54,68,67,Siap
72,64,72,77,Siap
28,36,40,49,Siap
41,43,65,42,Siap
56,61,61,62,Siap
91,91,90,65,Siap
50,53,67,64,Siap
94,80,75,67,Siap
62,60,49,65,Siap
45,54,67,48,Siap
59,52,48,64,Siap
49,61,47,68,Siap
65,74,66,67,Siap
82,86,75,67,Siap
77,61,65,60,Siap
82,88,75,56,Siap
26,35,59,52,Siap
58,51,58,63,Siap
43,45,41,71,Siap
55,65,57,78,Siap
50,50,51,44,Siap
77,69,66,69,Siap
43,31,41,49,Siap
53,78,49,75,Siap
68,70,72,58,Siap
18,17,39,42,Belum Siap
98,100,80,69,Siap
45,60,47,78,Siap
24,31,57,19,Siap
65,64,59,38,Siap
62,59,78,49,Siap
60,51,81,56,Siap
75,71,78,87,Siap
49,72,56,67,Siap
66,61,66,55,Siap
75,56,54,47,Siap
67,64,49,72,Siap
81,100,68,72,Siap
30,28,33,41,Siap
64,69,49,57,Siap
61,54,67,37,Siap
70,71,63,50,Siap
43,31,50,40,Siap
17,29,43,49,Siap
48,70,100,18,Siap
75,65,54,93,Siap
94,95,100,74,Siap
18,48,45,25,Belum Siap
67,91,88,67,Siap
100,100,100,97,Siap
52,47,78,30,Siap
40,44,25,40,Siap
55,50,60,83,Siap
75,60,70,64,Siap
72,73,73,62,Siap
49,55,69,41,Siap
95,92,77,80,Siap
36,42,47,70,Siap
18,27,15,16,Belum Siap
89,80,83,44,Siap
20,20,23,39,Belum Siap
54,57,52,56,Siap
100,100,100,92,Siap
67,53,55,39,Siap
42,38,44,46,Siap
50,64,58,58,Siap
54,74,66,49,Siap
62,52,63,55,Siap
79,73,50,57,Siap
45,42,60,42,Siap
100,95,72,76,Siap
58,70,67,48,Siap
69,78,75,78,Siap
54,41,67,37,Siap
70,88,67,52,Siap
45,56,90,42,Siap
68,71,44,59,Siap
38,42,47,51,Siap
50,30,48,35,Siap
75,67,72,77,Siap
52,55,50,76,Siap
40,40,49,51,Siap
56,47,38,57,Siap
76,80,78,41,Siap
44,40,80,35,Siap
52,55,71,51,Siap
59,57,57,49,Siap
15,23,29,32,Belum Siap
36,35,44,38,Siap
55,57,80,45,Siap
44,45,30,64,Siap
72,93,60,58,Siap
81,68,76,79,Siap
70,73,66,71,Siap
100,89,86,82,Siap
53,54,58,70,Siap
72,57,75,56,Siap
52,56,48,57,Siap
100,100,82,97,Siap
95,94,72,89,Siap
67,62,58,35,Siap
63,75,52,55,Siap
91,80,78,85,Siap
66,66,58,47,Siap
40,71,47,47,Siap
84,73,74,59,Siap
62,67,44,58,Siap
68,65,53,49,Siap
44,34,36,33,Siap
18,20,44,37,Belum Siap
66,74,100,49,Siap
79,69,63,82,Siap
58,69,54,58,Siap
87,85,73,60,Siap
41,55,52,44,Siap
42,37,27,81,Siap
50,63,50,75,Siap
67,66,65,46,Siap
60,97,58,68,Siap
31,45,51,42,Siap
90,82,71,65,Siap
100,98,84,84,Siap
50,51,56,45,Siap
89,86,75,93,Siap
40,33,42,47,Siap
63,99,85,25,Siap
76,77,72,75,Siap
75,66,69,64,Siap
51,68,62,72,Siap
11,2,19,31,Belum Siap
56,47,45,51,Siap
50,54,48,73,Siap
39,45,81,49,Siap
61,57,48,54,Siap
56,48,55,54,Siap
40,47,43,52,Siap
35,30,54,13,Siap
38,49,49,58,Siap
91,84,76,79,Siap
36,51,55,57,Siap
43,57,59,50,Siap
49,55,70,73,Siap
57,71,69,61,Siap
61,63,75,63,Siap
4,0,15,20,Belum Siap
76,86,66,64,Siap
96,81,88,78,Siap
30,50,52,41,Siap
39,43,22,37,Siap
48,53,45,81,Siap
58,47,54,50,Siap
68,68,61,58,Siap
22,22,36,41,Siap
45,28,43,29,Siap
92,93,59,86,Siap
38,43,33,54,Siap
85,76,87,86,Siap
73,75,62,55,Siap
11,27,26,61,Siap
70,64,68,42,Siap
65,52,50,47,Siap
47,47,48,37,Siap
74,61,66,64,Siap
77,71,70,50,Siap
73,68,82,82,Siap
80,90,71,70,Siap
66,74,82,58,Siap
48,36,32,29,Siap
61,50,58,73,Siap
100,100,88,100,Siap
70,72,68,86,Siap
100,100,93,70,Siap
89,95,73,68,Siap
57,66,72,62,Siap
66,61,55,80,Siap
61,65,57,89,Siap
14,20,43,36,Belum Siap
65,72,74,50,Siap
92,84,86,71,Siap
29,60,57,67,Siap
78,72,59,64,Siap
59,75,79,66,Siap
44,48,35,64,Siap
49,47,41,66,Siap
37,50,62,50,Siap
39,41,41,59,Siap
31,51,53,63,Siap
47,27,41,36,Siap
88,81,80,100,Siap
33,39,44,63,Siap
64,50,36,84,Siap
52,53,78,62,Siap
82,85,99,77,Siap
81,87,86,78,Siap
67,77,78,75,Siap
52,70,77,61,Siap
50,42,49,52,Siap
40,28,47,58,Siap
92,96,100,74,Siap
38,44,53,61,Siap
78,72,79,66,Siap
83,86,69,48,Siap
51,51,63,45,Siap
85,84,70,80,Siap
72,66,73,63,Siap
92,95,80,91,Siap
55,48,62,40,Siap
26,43,51,55,Siap
37,50,38,54,Siap
61,60,76,59,Siap
66,66,84,46,Siap
53,55,50,58,Siap
26,16,32,28,Belum Siap
57,67,78,57,Siap
100,97,88,78,Siap
68,90,66,60,Siap
64,73,87,78,Siap
76,75,54,34,Siap
67,64,84,47,Siap
97,80,77,64,Siap
54,75,63,50,Siap
61,51,65,42,Siap
41,44,45,64,Siap
45,46,53,77,Siap
63,61,71,64,Siap
55,51,38,67,Siap
72,59,57,63,Siap
60,84,59,49,Siap
85,71,69,63,Siap
79,90,66,71,Siap
68,62,65,41,Siap
29,39,34,38,Siap
35,73,61,55,Siap
59,47,60,84,Siap
19,22,24,46,Belum Siap
87,81,93,75,Siap
44,63,76,81,Siap
61,60,68,70,Siap
90,87,76,82,Siap
51,43,40,48,Siap
70,76,78,50,Siap
66,56,66,62,Siap
41,60,49,80,Siap
42,42,42,70,Siap
97,92,87,84,Siap
51,49,42,48,Siap
74,68,80,35,Siap
0,37,23,31,Belum Siap
83,79,66,74,Siap
70,78,67,64,Siap
54,64,70,72,Siap
41,66,39,39,Siap
61,62,97,55,Siap
100,100,94,73,Siap
21,27,44,54,Siap
79,76,73,74,Siap
43,39,43,40,Siap
48,57,51,70,Siap
55,53,77,26,Siap
53,44,58,34,Siap
57,59,54,49,Siap
36,42,53,24,Siap
81,85,69,68,Siap
28,21,34,41,Belum Siap
61,77,61,60,Siap
52,64,53,91,Siap
45,34,33,39,Siap
72,68,59,46,Siap
33,15,31,34,Belum Siap
64,53,63,45,Siap
34,44,43,38,Siap
80,63,47,95,Siap
40,53,51,29,Siap
45,54,61,37,Siap
64,71,86,74,Siap
63,44,44,65,Siap
49,52,69,51,Siap
26,26,40,71,Siap
64,74,71,53,Siap
96,91,73,74,Siap
100,100,100,73,Siap
61,66,61,66,Siap
64,75,67,100,Siap
28,13,34,64,Siap
97,100,82,85,Siap
73,74,61,60,Siap
49,66,51,53,Siap
70,95,61,100,Siap
55,53,38,77,Siap
50,53,54,56,Siap
74,57,70,66,Siap
46,44,35,91,Siap
75,95,73,85,Siap
37,26,66,47,Siap
44,37,47,52,Siap
33,41,48,57,Siap
63,80,72,61,Siap
49,60,63,69,Siap
36,35,29,43,Siap
43,60,48,69,Siap
55,60,62,55,Siap
31,39,27,51,Siap
31,38,57,51,Siap
100,100,92,100,Siap
35,40,57,60,Siap
51,58,66,51,Siap
47,45,58,53,Siap
42,49,31,52,Siap
77,68,63,95,Siap
75,79,62,82,Siap
55,51,44,55,Siap
26,42,24,64,Siap
81,80,82,88,Siap
62,47,73,34,Siap
83,92,100,56,Siap
3,21,31,30,Belum Siap
62,58,76,40,Siap
100,100,87,64,Siap
49,51,62,60,Siap
60,60,57,57,Siap
60,64,74,42,Siap
49,65,31,68,Siap
50,65,64,51,Siap
60,51,61,50,Siap
43,44,49,65,Siap
82,100,73,77,Siap
74,62,63,64,Siap
58,64,66,56,Siap
76,76,83,74,Siap
43,54,77,43,Siap
37,34,32,49,Siap
50,50,100,29,Siap
44,60,53,90,Siap
35,47,58,59,Siap
52,41,64,57,Siap
46,50,62,49,Siap
100,89,94,92,Siap
0,5,16,39,Belum Siap
59,51,64,52,Siap
100,90,95,91,Siap
64,71,44,56,Siap
84,74,72,52,Siap
67,69,64,60,Siap
43,44,53,66,Siap
22,18,29,38,Belum Siap
65,59,74,47,Siap
42,39,47,47,Siap
45,33,48,66,Siap
56,52,56,58,Siap
88,100,82,77,Siap
100,100,79,82,Siap
70,65,65,75,Siap
53,62,55,67,Siap
30,37,39,31,Siap
68,75,65,75,Siap
96,93,53,84,Siap
44,59,68,76,Siap
16,16,54,24,Belum Siap
74,72,56,80,Siap
80,84,53,86,Siap
32,30,52,30,Siap
58,58,50,74,Siap
79,75,71,74,Siap
46,53,54,51,Siap
52,47,53,55,Siap
75,95,74,95,Siap
57,49,64,42,Siap
18,50,71,39,Siap
21,21,26,26,Belum Siap
88,90,85,51,Siap
77,67,59,75,Siap
50,72,50,63,Siap
57,42,37,53,Siap
42,59,56,75,Siap
38,26,43,38,Siap
56,49,57,53,Siap
10,25,35,44,Belum Siap
48,49,57,42,Siap
51,65,59,63,Siap
77,76,80,67,Siap
55,76,51,81,Siap
86,67,67,72,Siap
86,79,100,69,Siap
56,80,74,38,Siap
62,70,70,76,Siap
60,54,59,63,Siap
41,35,63,35,Siap
86,78,58,67,Siap
87,86,79,90,Siap
62,67,66,58,Siap
72,100,93,85,Siap
26,27,47,38,Siap
47,42,52,29,Siap
70,71,79,83,Siap
68,60,54,75,Siap
88,89,68,82,Siap
59,64,64,63,Siap
45,51,41,36,Siap
48,58,46,68,Siap
39,30,48,97,Siap
48,40,34,50,Siap
65,84,58,71,Siap
91,75,64,55,Siap
64,56,67,38,Siap
27,30,36,38,Siap
61,54,73,74,Siap
32,40,35,63,Siap
75,66,78,70,Siap
38,48,63,59,Siap
50,33,38,34,Siap
57,69,67,61,Siap
46,50,19,63,Siap
74,100,98,75,Siap
32,47,59,49,Siap
27,34,33,42,Siap
13,11,38,50,Belum Siap
61,58,72,83,Siap
42,45,53,39,Siap
17,53,33,62,Siap
86,100,90,56,Siap
75,79,70,65,Siap
60,50,63,44,Siap
88,92,79,69,Siap
70,74,78,75,Siap
43,61,53,65,Siap
34,41,46,40,Siap
59,85,50,73,Siap
68,69,71,78,Siap
69,52,69,74,Siap
49,38,35,54,Siap
71,74,56,59,Siap
46,51,54,44,Siap
50,59,54,58,Siap
75,88,60,74,Siap
37,37,42,43,Siap
24,37,70,38,Siap
35,45,52,52,Siap
72,83,55,90,Siap
69,67,62,40,Siap
57,66,49,59,Siap
48,44,66,49,Siap
62,64,68,90,Siap
42,49,41,36,Siap
50,72,52,60,Siap
31,51,31,83,Siap
42,38,65,39,Siap
48,57,49,76,Siap
43,54,50,79,Siap
60,63,57,49,Siap
58,57,56,55,Siap
0,0,7,48,Belum Siap
48,35,49,68,Siap
64,40,54,51,Siap
90,94,68,80,Siap
33,47,53,32,Siap
64,61,56,87,Siap
95,86,74,75,Siap
32,54,34,53,Siap
84,66,54,52,Siap
39,43,51,38,Siap
51,60,61,60,Siap
53,41,54,78,Siap
54,41,31,46,Siap
100,100,87,75,Siap
76,72,67,72,Siap
90,81,63,90,Siap
87,61,60,57,Siap
14,42,31,40,Siap
65,68,65,73,Siap
75,87,60,82,Siap
56,48,82,37,Siap
83,82,90,82,Siap
68,76,84,73,Siap
95,96,80,78,Siap
53,55,60,66,Siap
41,31,50,58,Siap
31,48,54,43,Siap
85,95,81,92,Siap
2,40,59,36,Siap
24,17,39,55,Siap
59,68,53,61,Siap
53,46,61,58,Siap
68,55,76,64,Siap
80,73,82,76,Siap
48,52,77,64,Siap
23,13,7,46,Belum Siap
100,96,94,80,Siap
47,41,48,62,Siap
40,31,55,54,Siap
78,78,53,100,Siap
58,39,68,48,Siap
66,62,68,74,Siap
61,65,56,75,Siap
90,75,77,46,Siap
55,45,55,47,Siap
92,87,79,69,Siap
23,7,47,15,Belum Siap
71,86,59,62,Siap
48,28,40,35,Siap
85,84,77,60,Siap
37,75,49,64,Siap
40,41,84,69,Siap
60,87,61,50,Siap
72,73,80,54,Siap
82,82,60,60,Siap
46,32,52,47,Siap
58,36,37,36,Siap
60,52,74,51,Siap
60,61,70,50,Siap
67,74,64,71,Siap
17,30,23,44,Belum Siap
68,69,69,61,Siap
57,50,40,52,Siap
53,40,48,43,Siap
27,49,41,53,Siap
54,67,54,46,Siap
0,9,3,42,Belum Siap
40,57,42,35,Siap
41,47,64,43,Siap
73,70,75,75,Siap
41,37,33,47,Siap
63,56,48,65,Siap
81,90,90,96,Siap
86,79,100,73,Siap
82,76,58,54,Siap
46,37,59,41,Siap
57,87,70,63,Siap
42,55,37,62,Siap
51,47,53,72,Siap
74,71,64,54,Siap
47,42,52,48,Siap
96,93,55,99,Siap
37,72,42,75,Siap
76,78,62,84,Siap
84,88,75,73,Siap
74,78,69,72,Siap
31,28,38,56,Siap
64,64,69,83,Siap
67,76,81,87,Siap
76,76,69,100,Siap
38,32,57,70,Siap
54,39,45,52,Siap
85,79,63,63,Siap
52,42,57,78,Siap
58,47,55,70,Siap
93,96,89,75,Siap
51,69,50,67,Siap
46,51,56,40,Siap
46,38,45,64,Siap
75,66,83,35,Siap
37,42,37,59,Siap
62,48,61,48,Siap
60,71,62,53,Siap
77,83,74,48,Siap
59,95,72,60,Siap
52,43,53,61,Siap
82,96,83,55,Siap
53,64,65,42,Siap
39,34,60,41,Siap
49,52,52,67,Siap
98,89,94,85,Siap
58,62,63,63,Siap
48,57,70,62,Siap
92,82,76,84,Siap
41,28,44,40,Siap
37,27,49,58,Siap
32,30,27,28,Belum Siap
67,73,57,69,Siap
62,67,56,47,Siap
62,97,72,77,Siap
51,59,44,77,Siap
53,53,32,58,Siap
67,64,56,59,Siap
52,69,64,63,Siap
30,27,43,51,Siap
100,100,84,100,Siap
72,80,53,73,Siap
52,79,57,56,Siap
67,75,68,63,Siap
86,63,70,68,Siap
60,58,85,29,Siap
41,46,47,24,Siap
64,71,57,85,Siap
75,58,56,47,Siap
18,50,49,53,Siap
99,87,79,68,Siap
49,72,78,49,Siap
83,71,75,42,Siap
90,85,71,69,Siap
61,71,52,39,Siap
65,64,61,71,Siap
87,75,55,71,Siap
49,44,47,50,Siap
49,64,83,71,Siap
52,65,57,83,Siap
41,36,52,55,Siap
100,100,100,84,Siap
22,34,23,39,Belum Siap
33,45,29,40,Siap
82,78,72,73,Siap
74,79,76,50,Siap
43,44,51,71,Siap
81,68,66,68,Siap
75,100,86,90,Siap
55,69,75,84,Siap
100,100,100,72,Siap
25,26,42,61,Siap
65,76,85,65,Siap
85,86,90,79,Siap
82,88,54,66,Siap
56,56,46,58,Siap
44,57,75,61,Siap
69,63,67,76,Siap
69,77,64,92,Siap
63,83,71,59,Siap
71,81,53,64,Siap
29,49,38,67,Siap
53,57,57,53,Siap
39,43,44,67,Siap
52,44,63,65,Siap
75,74,63,79,Siap
44,77,59,63,Siap
100,100,99,76,Siap
46,75,54,70,Siap
62,69,40,35,Siap
63,65,49,63,Siap
49,44,50,43,Siap
51,59,56,48,Siap
72,92,75,65,Siap
58,78,55,60,Siap
46,46,35,51,Siap
19,49,48,60,Siap
39,62,52,53,Siap
74,61,67,59,Siap
72,90,69,55,Siap
28,39,16,51,Siap
64,55,29,60,Siap
62,60,80,63,Siap
19,14,35,38,Belum Siap
50,47,46,62,Siap
46,47,44,36,Siap
41,39,27,78,Siap
45,67,43,51,Siap
52,60,61,47,Siap
42,39,49,45,Siap
67,70,62,63,Siap
88,99,68,82,Siap
92,96,73,80,Siap
8,33,33,37,Belum Siap
76,64,70,73,Siap
63,59,55,78,Siap
43,79,75,60,Siap
55,48,69,45,Siap
65,65,74,53,Siap
46,77,64,56,Siap
45,50,52,69,Siap
35,39,56,66,Siap
54,57,47,53,Siap
54,60,59,68,Siap
70,64,56,77,Siap
61,81,72,86,Siap
29,54,56,39,Siap
60,63,65,89,Siap
85,75,92,70,Siap
87,80,87,80,Siap
55,67,51,54,Siap
59,65,66,76,Siap
69,74,58,65,Siap
36,43,43,34,Siap
47,58,64,38,Siap
73,66,93,63,Siap
72,71,77,69,Siap
47,67,65,53,Siap
66,61,57,86,Siap
45,52,50,56,Siap
76,74,68,55,Siap
45,56,100,19,Siap
58,58,78,50,Siap
51,60,68,68,Siap
59,58,65,76,Siap
48,58,67,53,Siap
69,63,60,87,Siap
60,43,57,51,Siap
79,93,73,71,Siap
94,92,86,62,Siap
38,50,37,60,Siap
56,65,71,45,Siap
48,39,74,60,Siap
44,54,49,41,Siap
95,100,93,100,Siap
48,42,65,52,Siap
65,66,55,68,Siap
66,68,57,43,Siap
49,36,35,32,Siap
53,45,46,29,Siap
23,28,32,58,Siap
45,44,56,59,Siap
0,15,25,44,Belum Siap
65,90,50,47,Siap
97,94,83,86,Siap
61,53,50,54,Siap
15,47,48,36,Siap
44,45,46,47,Siap
43,68,38,54,Siap
38,42,47,57,Siap
68,77,78,82,Siap
75,75,61,74,Siap
29,29,52,47,Siap
75,77,61,89,Siap
73,100,93,83,Siap
84,100,82,76,Siap
100,100,92,95,Siap
51,43,46,71,Siap
100,100,97,77,Siap
47,57,61,51,Siap
46,43,52,94,Siap
69,65,76,59,Siap
38,56,48,63,Siap
62,78,68,79,Siap
34,23,56,31,Siap
55,55,71,52,Siap
87,87,69,87,Siap
61,49,65,57,Siap
64,67,66,37,Siap
70,70,75,58,Siap
83,84,88,81,Siap
30,21,53,44,Siap
51,88,61,66,Siap
63,59,65,63,Siap
50,64,63,57,Siap
74,78,47,100,Siap
29,38,26,65,Siap
43,41,52,59,Siap
3,21,41,39,Belum Siap
48,54,38,59,Siap
91,83,89,84,Siap
63,50,56,59,Siap
29,35,31,56,Siap
41,60,57,48,Siap
26,34,26,62,Siap
35,37,38,57,Siap
61,71,46,57,Siap
31,30,42,65,Siap
84,83,81,76,Siap
59,54,45,57,Siap
64,54,61,44,Siap
55,49,48,59,Siap
79,72,77,89,Siap
80,83,47,35,Siap
56,63,71,31,Siap
66,63,49,74,Siap
54,56,54,60,Siap
51,78,60,73,Siap
49,50,51,50,Siap
65,59,44,34,Siap
66,60,72,47,Siap
51,54,40,74,Siap
46,49,38,47,Siap
74,62,84,59,Siap
75,100,81,41,Siap
70,100,63,50,Siap
40,37,41,60,Siap
81,78,75,69,Siap
33,64,38,68,Siap
70,69,60,56,Siap
41,40,47,33,Siap
57,52,74,58,Siap
78,58,62,56,Siap
12,45,38,35,Siap
65,78,60,56,Siap
86,91,89,71,Siap
61,60,66,52,Siap
87,86,86,62,Siap
59,53,58,79,Siap
71,78,55,73,Siap
24,20,39,39,Belum Siap
93,100,100,76,Siap
96,97,77,82,Siap
56,53,60,63,Siap
25,14,26,37,Belum Siap
60,65,53,44,Siap
28,31,36,18,Belum Siap
76,68,47,85,Siap
77,75,66,58,Siap
18,57,60,57,Siap
83,73,49,96,Siap
73,85,72,79,Siap
75,63,80,68,Siap
61,73,93,38,Siap
38,29,32,33,Siap
82,78,62,65,Siap
36,65,67,47,Siap
35,34,72,28,Siap
84,87,61,59,Siap
100,100,70,89,Siap
67,67,54,53,Siap
90,100,80,83,Siap
66,56,54,94,Siap
43,56,68,53,Siap
54,50,61,29,Siap
88,89,81,51,Siap
37,49,48,54,Siap
78,73,66,59,Siap
51,47,36,52,Siap
44,49,47,59,Siap
73,66,68,87,Siap
51,49,61,35,Siap
44,56,58,43,Siap
76,82,60,70,Siap
74,94,100,51,Siap
67,78,89,35,Siap
49,45,70,69,Siap
52,48,55,42,Siap
60,74,50,45,Siap
67,60,56,49,Siap
52,45,42,63,Siap
67,69,73,58,Siap
68,62,66,44,Siap
32,20,27,43,Belum Siap
46,33,44,50,Siap
57,53,51,65,Siap
60,60,57,68,Siap
94,100,68,69,Siap
71,64,84,65,Siap
49,56,42,76,Siap
71,66,46,74,Siap
53,56,79,53,Siap
62,58,67,35,Siap
72,67,68,60,Siap
89,87,73,56,Siap
59,73,55,62,Siap
90,93,61,80,Siap
67,78,69,66,Siap
37,46,40,53,Siap
93,100,84,99,Siap
48,70,56,47,Siap
48,47,59,49,Siap
86,82,82,70,Siap
100,100,96,58,Siap
61,69,63,66,Siap
45,54,63,46,Siap
60,60,48,55,Siap
70,68,79,64,Siap
90,96,59,72,Siap
69,79,68,67,Siap
51,56,55,45,Siap
84,87,66,78,Siap
51,61,46,52,Siap
88,91,68,83,Siap
51,58,54,66,Siap
78,62,60,80,Siap
61,70,59,47,Siap
55,45,50,74,Siap
33,61,49,57,Siap
84,94,75,81,Siap
28,50,51,60,Siap
27,52,58,58,Siap
100,98,98,68,Siap
71,89,76,81,Siap
6,15,30,40,Belum Siap
61,57,55,36,Siap
20,20,31,36,Belum Siap
42,45,55,35,Siap
2,0,13,24,Belum Siap
58,56,37,68,Siap
38,32,33,30,Belum Siap
59,63,91,38,Siap
26,24,46,73,Siap
55,57,51,84,Siap
56,60,51,63,Siap
79,93,86,88,Siap
94,92,80,83,Siap
67,73,70,69,Siap
59,52,61,56,Siap
97,98,83,86,Siap
21,30,41,41,Siap
30,42,38,54,Siap
63,58,57,56,Siap
100,100,83,80,Siap
60,60,50,100,Siap
42,56,52,52,Siap
23,22,51,45,Siap
86,66,56,74,Siap
77,80,100,62,Siap
64,70,53,71,Siap
43,50,56,38,Siap
40,41,41,54,Siap
22,42,56,62,Siap
59,59,59,74,Siap
39,48,52,50,Siap
36,42,57,62,Siap
59,59,61,43,Siap
52,50,52,53,Siap
51,54,46,58,Siap
57,80,62,97,Siap
